,bathrooms,bedrooms,has_photo,price,square_feet,address,cityname,state,latitude,longitude,source,time,AC,Alarm,Basketball,Cable or Satellite,Clubhouse,Dishwasher,Doorman,Elevator,Fireplace,Garbage Disposal,Gated,Golf,Gym,Hot Tub,Internet Access,Luxury,Parking,Patio/Deck,Playground,Pool,Refrigerator,Storage,TV,Tennis,View,Washer Dryer,Wood Floors,noamenities,Cats,"Cats,Dogs",Dogs,petsunknown
130,1.0,1.0,1,750,250,addressunknown,Port Saint Lucie,FL,27.2897,-80.3421,RentLingo,1577359020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
131,1.0,1.0,1,750,250,addressunknown,Germantown,MD,39.1774,-77.2569,RentLingo,1577359252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
132,1.0,1.0,1,750,250,addressunknown,Charlotte,NC,35.2016,-80.8124,RentLingo,1576666455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
133,1.0,1.0,1,725,250,addressunknown,Nashville,TN,36.137,-86.783,RentLingo,1577359105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
134,1.0,1.0,1,725,250,addressunknown,Hiram,GA,33.8691,-84.7686,RentLingo,1577015201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
135,1.0,1.0,1,720,250,addressunknown,Converse,TX,29.4782,-98.2759,RentLingo,1577359126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
136,1.0,1.0,1,705,250,addressunknown,Houston,TX,29.7714,-95.4343,RentLingo,1577359260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
137,1.0,1.0,1,700,250,addressunknown,Apache Junction,AZ,33.4234,-111.5415,RentLingo,1577359294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
138,1.0,1.0,1,700,250,addressunknown,Austin,TX,30.3054,-97.7497,RentLingo,1577359117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
139,1.0,1.0,1,700,250,addressunknown,Broomfield,CO,39.9156,-105.0876,RentLingo,1577358923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
140,1.0,1.0,1,700,250,addressunknown,Scottsdale,AZ,33.5783,-111.8902,RentLingo,1577359295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
141,1.0,1.0,1,700,250,addressunknown,Orlando,FL,28.5163,-81.3644,RentLingo,1577359121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
142,1.0,1.0,1,700,250,addressunknown,Baltimore,MD,39.3191,-76.6126,RentLingo,1577015367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
143,1.0,1.0,1,700,250,addressunknown,Centennial,CO,39.6041,-104.8594,RentLingo,1577015096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
144,1.0,1.0,1,700,250,addressunknown,Lakewood,CO,39.6894,-105.1119,RentLingo,1577015096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
145,1.0,1.0,1,700,250,addressunknown,Kyle,TX,30.0066,-97.8071,RentLingo,1577015019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
146,1.0,0.0,1,695,250,4117 University Avenue,Cedar Falls,IA,42.5286,-92.4509,RentLingo,1577358970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
147,1.0,1.0,1,695,250,addressunknown,Summit,IL,41.7834,-87.8099,RentLingo,1577015589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
148,1.0,1.0,1,685,250,addressunknown,Columbia,SC,34.0505,-81.0098,RentLingo,1577359144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
149,1.0,1.0,1,685,250,addressunknown,Phoenix,AZ,33.5178,-112.0848,RentLingo,1577015542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
150,1.0,1.0,1,675,250,addressunknown,Houston,TX,29.7714,-95.4343,RentLingo,1577015328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
151,1.0,1.0,1,675,250,addressunknown,Coon Rapids,MN,45.1748,-93.3109,RentLingo,1575638484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
152,1.0,1.0,1,660,250,addressunknown,Phoenix,AZ,33.5178,-112.0848,RentLingo,1577015549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
153,1.0,1.0,1,650,250,addressunknown,Baltimore,MD,39.3191,-76.6126,RentLingo,1577359203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
154,1.0,1.0,1,650,250,addressunknown,Salem,OR,44.9545,-123.0072,RentLingo,1577359002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
155,1.0,1.0,1,650,250,addressunknown,Chiefland,FL,29.4832,-82.8641,RentLingo,1577358919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
156,1.0,1.0,1,650,250,addressunknown,San Antonio,TX,29.4624,-98.5253,RentLingo,1577014919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
157,1.0,1.0,1,650,250,addressunknown,Antioch,TN,36.0402,-86.6385,RentLingo,1577014855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
158,1.0,1.0,1,645,250,addressunknown,Surfside Beach,SC,33.6285,-78.9873,RentLingo,1577359007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
159,1.0,1.0,1,645,250,addressunknown,Charlotte,NC,35.2016,-80.8124,RentLingo,1576666471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
160,1.0,1.0,1,625,250,addressunknown,Venice,FL,27.0717,-82.3833,RentLingo,1577359138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
162,1.0,1.0,1,610,250,addressunknown,Phoenix,AZ,33.5178,-112.0848,RentLingo,1577015550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
163,1.0,1.0,1,600,250,addressunknown,Spring Hill,FL,28.473,-82.5474,RentLingo,1577358940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
164,1.0,1.0,1,600,250,addressunknown,Tucson,AZ,32.2264,-110.9438,RentLingo,1577359177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
165,1.0,1.0,1,600,250,addressunknown,Dunwoody,GA,33.9369,-84.306,RentLingo,1577359225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
166,1.0,1.0,1,600,250,addressunknown,Santa Cruz,CA,36.9873,-122.016,RentLingo,1577358918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
167,1.0,1.0,1,600,250,addressunknown,Tampa,FL,28.0076,-82.4792,RentLingo,1577015248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
168,1.0,1.0,1,600,250,101 Bridge St,Houghton,MI,47.1165,-88.5631,RentLingo,1577017139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
169,1.0,1.0,1,600,250,addressunknown,Raleigh,NC,35.823,-78.6438,RentLingo,1577015762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
170,1.0,1.0,1,595,250,addressunknown,New Canton,VA,37.6465,-78.2899,RentLingo,1577358867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
171,1.0,1.0,1,580,250,addressunknown,Vero Beach,FL,27.6361,-80.4261,RentLingo,1577358942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
172,1.0,1.0,1,575,250,addressunknown,Coatesville,PA,39.9849,-75.8127,RentLingo,1577359007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
173,1.0,1.0,1,575,250,addressunknown,Winter Springs,FL,28.681,-81.2808,RentLingo,1577014894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
174,1.0,1.0,1,550,250,addressunknown,Clarksville,MD,39.2019,-76.951,RentLingo,1577359203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
175,1.0,1.0,1,550,250,addressunknown,Springfield,VA,38.7701,-77.2263,RentLingo,1577359287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
176,1.0,1.0,1,500,250,addressunknown,Little River,SC,33.8829,-78.6369,RentLingo,1577359006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
177,1.0,1.0,1,500,250,addressunknown,Bacliff,TX,29.5056,-94.9889,RentLingo,1577359258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
178,1.0,1.0,1,500,250,addressunknown,Paulden,AZ,34.8856,-112.4675,RentLingo,1577358597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
179,1.0,1.0,1,499,250,101 Compton Dr,Frankfort,KY,38.2006,-84.9469,RentLingo,1577358627,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
180,1.0,1.0,1,495,250,addressunknown,Phoenix,AZ,33.5178,-112.0848,RentLingo,1577015536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
181,1.0,1.0,1,200,250,addressunknown,Mount Airy,MD,39.3903,-77.1487,RentLingo,1577015099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
182,1.0,0.0,1,1325,253,4528 44th Avenue SW,Seattle,WA,47.616,-122.3275,RentLingo,1577360339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
183,1.0,0.0,1,1400,255,111-117 Lake St S,Kirkland,WA,47.7046,-122.1989,RentLingo,1577360324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
184,1.0,0.0,1,1995,258,1025 Post St,San Francisco,CA,37.7599,-122.4379,RentLingo,1577358513,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
185,1.0,1.0,1,710,265,404 Chamberlain Avenue,Madison,WI,43.0724,-89.4003,RentLingo,1577358725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
186,1.0,1.0,1,1659,272,3220 Connecticut Avenue NW,Washington,DC,38.9118,-77.0132,RentLingo,1577358754,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
187,1.0,1.0,1,1600,272,addressunknown,San Leandro,CA,37.7078,-122.1435,RentLingo,1577359208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
188,1.0,1.0,1,850,273,916 N College Ave,Bloomington,IN,39.1471,-86.5136,RentLingo,1577359051,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
189,1.0,0.0,1,1900,275,621 Begonia Ave,Corona Del Mar,CA,33.6019,-117.8637,RentLingo,1577016114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
190,1.0,1.0,1,1505,275,addressunknown,Los Angeles,CA,34.0372,-118.2972,RentLingo,1576666500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
191,1.0,1.0,1,900,275,addressunknown,Gilbert,AZ,33.3423,-111.7755,RentLingo,1577015539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
192,1.0,0.0,1,892,275,661 W Sheridan Road,Chicago,IL,41.8625,-87.6825,RentLingo,1577359302,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
193,1.0,1.0,1,705,275,addressunknown,Cincinnati,OH,39.1263,-84.5172,RentDigs.com,1568768104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
194,1.0,1.0,1,1240,280,addressunknown,Oxon Hill,MD,38.8077,-76.9886,RentLingo,1577359251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
195,1.0,1.0,1,870,285,337 E 4th Avenue,Anchorage,AK,61.1723,-149.8414,RentLingo,1577360387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
196,1.0,0.0,1,1095,286,4875 N Magnolia Avenue,Chicago,IL,41.8625,-87.6825,RentLingo,1577360156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
197,1.0,0.0,1,1350,288,1307 N Northgate Way,Seattle,WA,47.616,-122.3275,RentLingo,1577360185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
198,1.0,1.0,1,865,288,addressunknown,Oakdale,PA,40.3911,-80.1989,RentDigs.com,1568777542,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
199,1.0,1.0,1,690,288,8525 North,Tampa,FL,28.0076,-82.4792,RentLingo,1577015236,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
200,1.0,0.0,1,1099,290,610 NW 17th Avenue,Portland,OR,45.5091,-122.6449,RentLingo,1577359880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
201,1.0,1.0,1,700,290,700 10th Avenue SE,Minneapolis,MN,44.9855,-93.3023,RentLingo,1576666463,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
202,1.0,0.0,1,850,296,7 S Linn St,Iowa City,IA,41.6595,-91.535,RentLingo,1577359840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
203,1.0,0.0,1,2200,300,249-251 Emerson St,Palo Alto,CA,37.4356,-122.134,RentLingo,1577360127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
204,1.0,1.0,1,2112,300,addressunknown,Ramsey,NJ,41.0591,-74.1452,RentDigs.com,1568781099,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
205,1.0,1.0,1,1868,300,addressunknown,Monrovia,CA,34.1428,-117.9996,RentDigs.com,1568779369,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
206,1.0,1.0,1,1785,300,addressunknown,Farmington,CT,41.7277,-72.8374,RentDigs.com,1568777007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
207,1.0,1.0,1,1575,300,addressunknown,Los Angeles,CA,34.0628,-118.2754,RentDigs.com,1568758026,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
208,1.0,1.0,1,1534,300,addressunknown,Gaithersburg,MD,39.1775,-77.1944,RentDigs.com,1568766195,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
209,1.0,1.0,1,1470,300,addressunknown,Manchester,CT,41.7773,-72.5249,RentDigs.com,1568777135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
210,1.0,1.0,1,1470,300,addressunknown,Glen Burnie,MD,39.1627,-76.6354,RentDigs.com,1568775346,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
211,1.0,1.0,1,1470,300,addressunknown,Columbia,MD,39.1723,-76.8514,RentDigs.com,1568774838,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
212,1.0,2.0,1,1425,300,2612 W 2nd St,Brooklyn,NY,40.6496,-73.9596,RentLingo,1577359277,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
213,1.0,1.0,1,1386,300,addressunknown,Linthicum Heights,MD,39.2081,-76.661,RentDigs.com,1568777995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
214,1.0,0.0,1,1195,300,420 Vine St,Seattle,WA,47.616,-122.3275,RentLingo,1577360005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
215,1.0,1.0,1,995,300,5860 N Kenmore Ave,Chicago,IL,41.9891,-87.6572,RentLingo,1577359553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
216,1.0,0.0,1,975,300,addressunknown,Long Beach,CA,33.7815,-118.1934,RentDigs.com,1568777618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
217,1.0,1.0,1,911,300,5326 S Cornell Avenue,Chicago,IL,41.8625,-87.6825,RentLingo,1577358589,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
218,1.0,0.0,1,900,300,2907 West Avenue,Austin,TX,30.3054,-97.7497,RentLingo,1577017126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
219,1.0,1.0,1,800,300,addressunknown,Fort Collins,CO,40.5649,-105.0824,RentLingo,1577358930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
220,1.0,1.0,1,800,300,addressunknown,Decatur,GA,33.7416,-84.2614,RentLingo,1577359226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
221,1.0,1.0,1,795,300,addressunknown,Denver,CO,39.736,-104.9819,RentLingo,1577015008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
222,1.0,1.0,1,795,300,addressunknown,Sarasota,FL,27.3181,-82.4987,ListedBuy,1575418787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
223,1.0,1.0,1,775,300,928 N 15th St,Milwaukee,WI,43.0531,-87.9659,RentLingo,1577015786,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
224,1.0,0.0,1,760,300,5748 S Blackstone Avenue,Chicago,IL,41.8625,-87.6825,RentLingo,1577359552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
225,1.0,1.0,1,750,300,addressunknown,Wesley Chapel,FL,28.23,-82.3055,RentLingo,1577015246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
226,1.0,1.0,1,725,300,addressunknown,Tiverton,RI,41.6151,-71.1705,RentLingo,1577358646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
227,1.0,1.0,1,700,300,addressunknown,Stockbridge,GA,33.5571,-84.2167,RentLingo,1577359227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
228,1.0,1.0,1,650,300,855 Chambers Road,Columbus,OH,39.9974,-82.9829,RentLingo,1577359330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
229,1.0,1.0,1,595,300,125 N 1st St,Grand Junction,CO,39.0744,-108.5228,RentLingo,1577360203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
230,1.0,1.0,1,590,300,520 North Grant St,Bloomington,IN,39.1471,-86.5136,RentLingo,1577359047,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
231,1.0,2.0,1,590,300,"303,315 E 8th  417 N Grant",Bloomington,IN,39.1471,-86.5136,RentLingo,1577359047,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
232,1.0,2.0,1,585,300,507 And 508 South Fess Avenue,Bloomington,IN,39.1471,-86.5136,RentLingo,1577359049,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
233,1.0,2.0,1,580,300,1010 S First St,Champaign,IL,40.1145,-88.2723,RentLingo,1577359060,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
234,1.0,1.0,1,400,300,addressunknown,Raleigh,NC,35.823,-78.6438,RentLingo,1576322125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
236,1.0,1.0,1,1195,301,695 W 3rd St,Reno,NV,39.5197,-119.8342,RentLingo,1577358435,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
237,1.0,1.0,1,1094,306,160 Sinclair St,Reno,NV,39.5197,-119.8342,RentLingo,1577358436,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
238,1.0,0.0,1,725,308,221 W Wood St,West Lafayette,IN,40.4969,-86.9659,RentLingo,1577358856,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
239,1.0,0.0,1,1099,309,7228 N Burlington Avenue,Portland,OR,45.5091,-122.6449,RentLingo,1577360408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
240,1.0,2.0,1,1222,310,18 East Meadow Ln,Lowell,MA,42.6398,-71.3184,RentLingo,1577358523,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
241,1.0,0.0,1,2195,313,709 Geary St,San Francisco,CA,37.7599,-122.4379,RentLingo,1577358518,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
242,1.0,1.0,1,760,313,1308 Central Ave,Indianapolis,IN,39.7953,-86.1387,RentLingo,1577015158,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
243,1.0,2.0,1,650,314,425 Park Boulevard,Ogden,UT,41.2321,-111.9813,RentLingo,1577359130,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
244,1.0,0.0,1,2695,315,1547 Clay St,San Francisco,CA,37.7599,-122.4379,RentLingo,1577359148,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
245,1.0,2.0,1,730,315,915 W 27th Ave,Anchorage,AK,61.1723,-149.8414,RentLingo,1577358613,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
246,1.0,0.0,1,659,315,1232 Man O War Place #2,Lexington,KY,38.0172,-84.4931,RentLingo,1577360268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
